Date,Price,Open,High,Low,Vol
2023-10-10,27414.0,27617.0,27752.0,27325.0,1270.0
2023-10-11,26894.0,27414.0,27492.0,26562.0,1980.0
2023-10-12,26795.0,26894.0,26964.0,26580.0,1440.0
2023-10-13,26875.0,26795.0,27140.0,26700.0,850.0
2023-10-14,26871.0,26875.0,26995.0,26830.0,360.0
2023-10-15,27168.0,26871.0,27297.0,26832.0,470.0
2023-10-16,28524.0,27168.0,30067.0,27129.0,4310.0
2023-10-17,28410.0,28524.0,28624.0,28109.0,830.0
2023-10-18,28332.0,28410.0,28978.0,28171.0,1020.0
2023-10-19,28745.0,28332.0,28904.0,28155.0,1560.0
2023-10-20,29689.0,28745.0,30232.0,28619.0,3150.0
2023-10-21,29922.0,29689.0,30343.0,29478.0,790.0
2023-10-22,30023.0,29922.0,30225.0,29704.0,500.0
2023-10-23,33069.0,30023.0,33525.0,29923.0,6760.0
2023-10-24,33943.0,33069.0,35175.0,32852.0,5300.0
2023-10-25,34504.0,33943.0,35147.0,33756.0,2240.0
2023-10-26,34184.0,34504.0,34843.0,33770.0,1010.0
2023-10-27,33942.0,34184.0,34268.0,33430.0,1120.0
2023-10-28,34104.0,33942.0,34494.0,33906.0,750.0
2023-10-29,34551.0,34104.0,34783.0,33969.0,1500.0
2023-10-30,34490.0,34552.0,34876.0,34117.0,1360.0
2023-10-31,34669.0,34490.0,34730.0,34111.0,1390.0
2023-11-01,35447.0,34669.0,35561.0,34114.0,1990.0
2023-11-02,34944.0,35447.0,35953.0,34335.0,2190.0
2023-11-03,34751.0,34944.0,34954.0,34154.0,1510.0
2023-11-04,35100.0,34751.0,35296.0,34647.0,720.0
2023-11-05,35064.0,35100.0,35399.0,34532.0,610.0
2023-11-06,35053.0,35064.0,35323.0,34798.0,370.0
2023-11-07,35455.0,35053.0,35930.0,34578.0,970.0
2023-11-08,35641.0,35455.0,36065.0,35111.0,700.0
2023-11-09,36699.0,35641.0,37973.0,35562.0,3970.0
2023-11-10,37301.0,36699.0,37500.0,36369.0,950.0
2023-11-11,37141.0,37301.0,37405.0,36720.0,1220.0
2023-11-12,37042.0,37141.0,37215.0,36760.0,450.0
2023-11-13,36511.0,37042.0,37410.0,36390.0,1230.0
2023-11-14,35542.0,36511.0,36756.0,34860.0,2050.0
2023-11-15,37865.0,35542.0,37949.0,35374.0,1990.0
2023-11-16,36161.0,37865.0,37927.0,35535.0,960.0
2023-11-17,36631.0,36161.0,36730.0,35886.0,880.0
2023-11-18,36581.0,36631.0,36849.0,36234.0,340.0
2023-11-19,37368.0,36581.0,37509.0,36410.0,520.0
2023-11-20,37451.0,37368.0,37731.0,36824.0,1650.0
2023-11-21,35794.0,37451.0,37638.0,35791.0,2680.0
2023-11-22,37407.0,35794.0,37870.0,35663.0,2090.0
2023-11-23,37280.0,37407.0,37645.0,36898.0,1300.0
2023-11-24,37704.0,37280.0,38410.0,37248.0,3640.0
2023-11-25,37782.0,37704.0,37891.0,37583.0,1130.0
2023-11-26,37443.0,37782.0,37798.0,37120.0,1840.0
2023-11-27,37263.0,37443.0,37547.0,36735.0,1740.0
2023-11-28,37815.0,37263.0,38349.0,36895.0,1790.0
2023-11-29,37834.0,37815.0,38366.0,37599.0,1190.0
2023-11-30,37723.0,37834.0,38136.0,37490.0,730.0
2023-12-01,38676.0,37723.0,38936.0,37626.0,2690.0
2023-12-02,39438.0,38676.0,39678.0,38634.0,2860.0
2023-12-03,39940.0,39438.0,40159.0,39253.0,1410.0
2023-12-04,41942.0,39940.0,42335.0,39940.0,2950.0
2023-12-05,44112.0,41942.0,44420.0,41317.0,5330.0
2023-12-06,43814.0,44112.0,44285.0,43444.0,5130.0
2023-12-07,43290.0,43814.0,44091.0,42881.0,2940.0
2023-12-08,44173.0,43290.0,44699.0,43101.0,1960.0
2023-12-09,43749.0,44173.0,44362.0,43629.0,1280.0
2023-12-10,43809.0,43749.0,44065.0,43625.0,940.0
2023-12-11,41287.0,43809.0,43840.0,40286.0,3000.0
2023-12-12,41501.0,41287.0,42113.0,40733.0,900.0
2023-12-13,42924.0,41501.0,43424.0,40682.0,1450.0
2023-12-14,43064.0,42924.0,43434.0,41601.0,1670.0
2023-12-15,41961.0,43064.0,43106.0,41742.0,1010.0
2023-12-16,42328.0,41961.0,42746.0,41714.0,650.0
2023-12-17,41406.0,42328.0,42442.0,41304.0,1110.0
2023-12-18,42672.0,41406.0,42753.0,40556.0,1460.0
2023-12-19,42315.0,42672.0,43429.0,41850.0,960.0
2023-12-20,43662.0,42315.0,44336.0,42245.0,2180.0
2023-12-21,43890.0,43662.0,44250.0,43363.0,1170.0
2023-12-22,44038.0,43890.0,44444.0,43480.0,990.0
2023-12-23,43801.0,44038.0,44068.0,43342.0,660.0
2023-12-24,43026.0,43801.0,43975.0,42700.0,790.0
2023-12-25,43641.0,43026.0,43880.0,42784.0,840.0
2023-12-26,42568.0,43641.0,43649.0,41772.0,1990.0
2023-12-27,43476.0,42568.0,43666.0,42178.0,1020.0
2023-12-28,42617.0,43476.0,43793.0,42388.0,1090.0
2023-12-29,42139.0,42617.0,43168.0,41433.0,1640.0
2023-12-30,42199.0,42139.0,42664.0,41585.0,670.0
2023-12-31,42323.0,42199.0,42938.0,42023.0,660.0
2024-01-01,44175.0,42323.0,44190.0,42232.0,1160.0
2024-01-02,44991.0,44175.0,45892.0,44175.0,3100.0
2024-01-03,42869.0,44991.0,45559.0,40499.0,4190.0
2024-01-04,44221.0,42869.0,44798.0,42673.0,1850.0
2024-01-05,44189.0,44221.0,44415.0,42746.0,1890.0
2024-01-06,44005.0,44189.0,44263.0,43461.0,740.0
2024-01-07,43960.0,44005.0,44500.0,43638.0,570.0
2024-01-08,46941.0,43960.0,47205.0,43244.0,3830.0
2024-01-09,46113.0,46941.0,47845.0,45133.0,3870.0
2024-01-10,46636.0,46113.0,47572.0,44352.0,5050.0
2024-01-11,46377.0,46636.0,48750.0,45650.0,5420.0
2024-01-12,42831.0,46377.0,46508.0,41574.0,3780.0
2024-01-13,42847.0,42831.0,43250.0,42441.0,1040.0
2024-01-14,41737.0,42847.0,43075.0,41719.0,1100.0
2024-01-15,42508.0,41737.0,43359.0,41705.0,930.0
2024-01-16,43163.0,42508.0,43588.0,42107.0,700.0
2024-01-17,42778.0,43163.0,43215.0,42237.0,800.0
2024-01-18,41337.0,42778.0,42932.0,40704.0,1380.0
2024-01-19,41719.0,41337.0,42212.0,40364.0,1550.0
2024-01-20,41778.0,41714.0,41942.0,41525.0,1510.0
2024-01-21,41679.0,41778.0,41945.0,41588.0,1240.0
2024-01-22,39599.0,41679.0,41775.0,39461.0,3150.0
2024-01-23,39938.0,39599.0,40215.0,38572.0,2780.0
2024-01-24,40140.0,39938.0,40590.0,39533.0,1880.0
2024-01-25,40001.0,40140.0,40333.0,39556.0,2300.0
2024-01-26,41821.0,40001.0,42192.0,39877.0,2730.0
2024-01-27,42125.0,41821.0,42204.0,41405.0,470.0
2024-01-28,42047.0,42125.0,42808.0,41637.0,940.0
2024-01-29,43301.0,42047.0,43301.0,41833.0,1160.0
2024-01-30,42956.0,43309.0,43840.0,42700.0,1110.0
2024-01-31,42594.0,42956.0,43722.0,42304.0,1290.0
2024-02-01,43088.0,42594.0,43272.0,41880.0,940.0
2024-02-02,43201.0,43088.0,43477.0,42560.0,780.0
2024-02-03,43004.0,43201.0,43366.0,42892.0,290.0
2024-02-04,42583.0,43004.0,43109.0,42332.0,630.0
2024-02-05,42707.0,42583.0,43540.0,42247.0,1040.0
2024-02-06,43101.0,42707.0,43375.0,42574.0,710.0
2024-02-07,44328.0,43101.0,44351.0,42788.0,1740.0
2024-02-08,45279.0,44328.0,45541.0,44328.0,1670.0
2024-02-09,47150.0,45279.0,48182.0,45247.0,2800.0
2024-02-10,47800.0,47150.0,48185.0,46900.0,730.0
2024-02-11,48321.0,47800.0,48500.0,47613.0,1310.0
2024-02-12,49947.0,48321.0,50283.0,47699.0,4360.0
2024-02-13,49777.0,49947.0,50349.0,48388.0,2430.0
2024-02-14,51778.0,49777.0,52005.0,49319.0,3070.0
2024-02-15,51893.0,51778.0,52700.0,51280.0,2440.0
2024-02-16,52130.0,51893.0,52579.0,51580.0,1270.0
2024-02-17,51631.0,52130.0,52153.0,50611.0,1390.0
2024-02-18,52061.0,51631.0,52449.0,51165.0,910.0
2024-02-19,51732.0,52061.0,52466.0,51650.0,1190.0
2024-02-20,52168.0,51732.0,52872.0,50714.0,2600.0
2024-02-21,51856.0,52168.0,52279.0,50600.0,2230.0
2024-02-22,51287.0,51856.0,52042.0,50903.0,1870.0
2024-02-23,50734.0,51287.0,51537.0,50527.0,1050.0
2024-02-24,51630.0,50734.0,51724.0,50590.0,980.0
2024-02-25,51716.0,51630.0,51956.0,51307.0,1280.0
2024-02-26,54417.0,51716.0,54720.0,50903.0,4390.0
2024-02-27,56998.0,54417.0,57487.0,54388.0,4500.0
2024-02-28,62380.0,56998.0,63780.0,56668.0,6630.0
2024-02-29,61148.0,62380.0,63566.0,60385.0,4100.0
2024-03-01,62346.0,61148.0,63000.0,60783.0,2510.0
2024-03-02,61962.0,62346.0,62406.0,61584.0,1370.0
2024-03-03,63121.0,61962.0,63229.0,61402.0,1720.0
2024-03-04,68110.0,63121.0,68161.0,62489.0,5450.0
2024-03-05,63818.0,68110.0,68874.0,59858.0,9330.0
2024-03-06,66073.0,63818.0,67658.0,62805.0,4510.0
2024-03-07,66744.0,66073.0,67953.0,65641.0,2190.0
2024-03-08,68018.0,66744.0,69838.0,66100.0,4670.0
2024-03-09,68205.0,68010.0,68458.0,67724.0,1830.0
2024-03-10,68948.0,68205.0,69850.0,68048.0,2930.0
2024-03-11,71937.0,68948.0,72606.0,67096.0,7120.0
2024-03-12,71237.0,71937.0,72760.0,68429.0,6890.0
2024-03-13,72974.0,71237.0,73588.0,71172.0,3070.0
2024-03-14,71364.0,72985.0,73666.0,68602.0,3480.0
2024-03-15,69457.0,71364.0,72413.0,65705.0,5080.0
2024-03-16,65304.0,69514.0,70070.0,65000.0,3390.0
2024-03-17,68456.0,65304.0,68922.0,64593.0,3700.0
2024-03-18,67606.0,68456.0,68940.0,66648.0,2320.0
2024-03-19,62072.0,67606.0,68136.0,61689.0,6980.0
2024-03-20,67912.0,62072.0,68155.0,60900.0,4530.0
2024-03-21,65577.0,67912.0,68229.0,64639.0,3360.0
2024-03-22,63828.0,65577.0,66712.0,62336.0,3150.0
2024-03-23,64069.0,63828.0,65969.0,63059.0,1310.0
2024-03-24,67283.0,64034.0,67655.0,63827.0,2020.0
2024-03-25,69824.0,67283.0,70983.0,66397.0,4660.0
2024-03-26,70011.0,69824.0,71402.0,69347.0,1870.0
2024-03-27,69467.0,70011.0,71610.0,68452.0,4200.0
2024-03-28,70776.0,69467.0,71557.0,68932.0,1570.0
2024-03-29,69862.0,70776.0,70892.0,69015.0,1470.0
2024-03-30,69683.0,69862.0,70301.0,69632.0,310.0
2024-03-31,71402.0,69683.0,71444.0,69652.0,1210.0
2024-04-01,69691.0,71402.0,71402.0,68198.0,2560.0
2024-04-02,65495.0,69691.0,69691.0,64667.0,3470.0
2024-04-03,65967.0,65495.0,66931.0,64603.0,1430.0
2024-04-04,68518.0,65967.0,69320.0,65074.0,2230.0
2024-04-05,67819.0,68518.0,68718.0,65993.0,1680.0
2024-04-06,68880.0,67819.0,69673.0,67491.0,520.0
2024-04-07,69343.0,68880.0,70222.0,68821.0,550.0
2024-04-08,71675.0,69343.0,72761.0,69040.0,3090.0
2024-04-09,69164.0,71675.0,71751.0,68253.0,2830.0
2024-04-10,70688.0,69165.0,71241.0,67606.0,2390.0
2024-04-11,70104.0,70688.0,71352.0,69650.0,1410.0
2024-04-12,67061.0,70104.0,71291.0,65625.0,2750.0
2024-04-13,64039.0,67061.0,67878.0,61604.0,4320.0
2024-04-14,65793.0,64039.0,65909.0,62190.0,2530.0
2024-04-15,63488.0,65793.0,66888.0,62386.0,2490.0
2024-04-16,63874.0,63488.0,64415.0,61765.0,1800.0
2024-04-17,61375.0,63874.0,64534.0,59840.0,2280.0
2024-04-18,63529.0,61375.0,64159.0,60932.0,1660.0
2024-04-19,63867.0,63529.0,65487.0,59698.0,2280.0
2024-04-20,65045.0,63867.0,65465.0,63174.0,830.0
2024-04-21,64992.0,65045.0,65744.0,64310.0,490.0
2024-04-22,66894.0,64992.0,67282.0,64581.0,1080.0
2024-04-23,66458.0,66894.0,67234.0,65904.0,510.0
2024-04-24,64345.0,66458.0,67153.0,63667.0,910.0
2024-04-25,64555.0,64345.0,65348.0,62846.0,930.0
2024-04-26,63874.0,64555.0,64838.0,63376.0,720.0
2024-04-27,63574.0,63874.0,64028.0,62498.0,1130.0
2024-04-28,63226.0,63574.0,64470.0,62924.0,370.0
2024-04-29,63960.0,63226.0,64304.0,61949.0,1010.0
2024-04-30,60836.0,63960.0,64800.0,59372.0,1960.0
2024-05-01,58457.0,60836.0,60991.0,56756.0,3900.0
2024-05-02,59247.0,58457.0,59732.0,57082.0,2230.0
2024-05-03,62978.0,59247.0,63429.0,58914.0,2890.0
2024-05-04,63983.0,62978.0,64644.0,62690.0,460.0
2024-05-05,64173.0,63983.0,64769.0,63034.0,710.0
2024-05-06,63280.0,64173.0,65625.0,62812.0,860.0
2024-05-07,62432.0,63280.0,64480.0,62378.0,440.0
2024-05-08,61343.0,62432.0,63111.0,61020.0,760.0
2024-05-09,63209.0,61343.0,63509.0,60778.0,880.0
2024-05-10,60807.0,63209.0,63606.0,60300.0,1670.0
2024-05-11,60929.0,60807.0,61588.0,60576.0,660.0
2024-05-12,61612.0,60929.0,61962.0,60723.0,440.0
2024-05-13,62986.0,61612.0,63535.0,60866.0,660.0
2024-05-14,61668.0,62986.0,63175.0,61239.0,860.0
2024-05-15,66320.0,61668.0,66500.0,61440.0,1650.0
2024-05-16,65314.0,66320.0,66780.0,64715.0,880.0
2024-05-17,67182.0,65314.0,67540.0,65220.0,920.0
2024-05-18,66995.0,67182.0,67473.0,66677.0,190.0
2024-05-19,66339.0,66995.0,67800.0,65989.0,280.0
2024-05-20,71428.0,66339.0,71479.0,66166.0,2260.0
2024-05-21,70148.0,71428.0,71921.0,69210.0,1370.0
2024-05-22,69225.0,70148.0,70647.0,69000.0,760.0
2024-05-23,68058.0,69225.0,70095.0,66555.0,1280.0
2024-05-24,68604.0,68058.0,69308.0,66733.0,640.0
2024-05-25,69334.0,68604.0,69635.0,68589.0,480.0
2024-05-26,68585.0,69334.0,69556.0,68261.0,440.0
2024-05-27,69492.0,68585.0,70678.0,68313.0,1110.0
2024-05-28,68434.0,69492.0,69597.0,67400.0,900.0
2024-05-29,67720.0,68434.0,68971.0,67225.0,630.0
2024-05-30,68413.0,67720.0,69523.0,67202.0,700.0
2024-05-31,67582.0,68413.0,69028.0,66700.0,820.0
2024-06-01,67759.0,67582.0,67890.0,67463.0,240.0
2024-06-02,67816.0,67759.0,68444.0,67349.0,180.0
2024-06-03,68859.0,67816.0,70276.0,67636.0,1200.0
2024-06-04,70604.0,68859.0,71071.0,68608.0,800.0
2024-06-05,71101.0,70604.0,71717.0,70409.0,860.0
2024-06-06,70836.0,71101.0,71651.0,70156.0,670.0
2024-06-07,69403.0,70836.0,71912.0,68674.0,1730.0
2024-06-08,69338.0,69403.0,69618.0,69257.0,130.0
2024-06-09,69646.0,69338.0,69786.0,69177.0,490.0
2024-06-10,69528.0,69646.0,70150.0,69181.0,490.0
2024-06-11,67331.0,69528.0,69552.0,66189.0,1340.0
2024-06-12,68266.0,67331.0,70036.0,66919.0,1160.0
2024-06-13,66776.0,68266.0,68400.0,66272.0,530.0
2024-06-14,66038.0,66776.0,67370.0,65088.0,810.0
2024-06-15,66229.0,66038.0,66442.0,65886.0,150.0
2024-06-16,66677.0,66229.0,66947.0,66054.0,340.0
2024-06-17,66570.0,66677.0,67301.0,65148.0,680.0
2024-06-18,65250.0,66570.0,66623.0,64179.0,1600.0
2024-06-19,65071.0,65250.0,65820.0,64784.0,710.0
2024-06-20,65000.0,65071.0,66585.0,64669.0,1160.0
2024-06-21,64234.0,65007.0,65196.0,63505.0,1120.0
2024-06-22,64370.0,64234.0,64613.0,64062.0,510.0
2024-06-23,63292.0,64370.0,64617.0,63290.0,570.0
2024-06-24,60372.0,63292.0,63451.0,58595.0,2950.0
2024-06-25,61878.0,60372.0,62434.0,60340.0,1560.0
2024-06-26,60923.0,61878.0,62555.0,60806.0,870.0
2024-06-27,61803.0,60923.0,62479.0,60708.0,1320.0
2024-06-28,60546.0,61803.0,62289.0,60153.0,890.0
2024-06-29,61087.0,60546.0,61321.0,60513.0,800.0
2024-06-30,62867.0,61087.0,63127.0,60825.0,620.0
2024-07-01,62965.0,62867.0,63911.0,62631.0,690.0
2024-07-02,62219.0,62965.0,63331.0,61879.0,610.0
2024-07-03,60314.0,62214.0,62386.0,59538.0,1010.0
2024-07-04,57118.0,60298.0,60550.0,56810.0,2400.0
2024-07-05,56759.0,57118.0,57604.0,53727.0,3020.0
2024-07-06,58326.0,56759.0,58538.0,56190.0,1490.0
2024-07-07,56050.0,58326.0,58563.0,55946.0,960.0
2024-07-08,56873.0,56050.0,58350.0,54500.0,1700.0
2024-07-09,58205.0,56873.0,58418.0,56462.0,1310.0
2024-07-10,57931.0,58205.0,59588.0,57356.0,970.0
2024-07-11,57458.0,57931.0,59511.0,57237.0,1370.0
2024-07-12,58049.0,57458.0,58653.0,56668.0,1120.0
2024-07-13,59382.0,58049.0,60020.0,57940.0,620.0
2024-07-14,60946.0,59382.0,61508.0,59382.0,1030.0
2024-07-15,64882.0,60946.0,65014.0,60842.0,1340.0
2024-07-16,65188.0,64882.0,65481.0,62558.0,840.0
2024-07-17,64204.0,65188.0,66180.0,63959.0,510.0
2024-07-18,64048.0,64204.0,65181.0,63294.0,620.0
2024-07-19,66789.0,64048.0,67503.0,63414.0,1010.0
2024-07-20,67239.0,66789.0,67673.0,66368.0,430.0
2024-07-21,68263.0,67239.0,68435.0,65945.0,730.0
2024-07-22,67714.0,68263.0,68560.0,66718.0,710.0
2024-07-23,66101.0,67714.0,67905.0,65589.0,560.0
2024-07-24,65482.0,66101.0,67221.0,65258.0,740.0
2024-07-25,65849.0,65482.0,66241.0,63560.0,1090.0
2024-07-26,68061.0,65849.0,68333.0,65849.0,750.0
2024-07-27,68019.0,68061.0,69529.0,66858.0,760.0
2024-07-28,68419.0,68019.0,68442.0,67225.0,160.0
2024-07-29,66933.0,68419.0,70162.0,66666.0,1220.0
2024-07-30,66349.0,66933.0,67129.0,65556.0,680.0
2024-07-31,64724.0,66349.0,66939.0,64636.0,490.0
2024-08-01,65465.0,64724.0,65694.0,62413.0,1430.0
2024-08-02,61529.0,65465.0,65668.0,61326.0,1130.0
2024-08-03,60825.0,61529.0,62260.0,60000.0,880.0
2024-08-04,58203.0,60825.0,61204.0,57431.0,670.0
2024-08-05,54169.0,58203.0,58343.0,49538.0,7250.0
2024-08-06,56187.0,54169.0,57200.0,54142.0,1170.0
2024-08-07,55179.0,56187.0,57814.0,54659.0,840.0
2024-08-08,61801.0,55179.0,62752.0,54847.0,1510.0
2024-08-09,60970.0,61801.0,61801.0,59630.0,370.0
2024-08-10,61018.0,60942.0,61534.0,60343.0,170.0
2024-08-11,58817.0,61018.0,61824.0,58430.0,380.0
2024-08-12,59440.0,58817.0,60718.0,57750.0,750.0
2024-08-13,60666.0,59440.0,61612.0,58545.0,770.0
2024-08-14,58777.0,60666.0,61740.0,58558.0,840.0
2024-08-15,57594.0,58777.0,59909.0,56231.0,810.0
2024-08-16,58996.0,57594.0,59905.0,57187.0,450.0
2024-08-17,59589.0,58996.0,59799.0,58950.0,130.0
2024-08-18,58543.0,59589.0,60313.0,58533.0,500.0
2024-08-19,59609.0,58543.0,59699.0,57955.0,300.0
2024-08-20,59172.0,59609.0,61472.0,58763.0,1100.0
2024-08-21,61252.0,59172.0,61898.0,58958.0,980.0
2024-08-22,60483.0,61252.0,61460.0,59863.0,350.0
2024-08-23,64151.0,60483.0,64953.0,60470.0,750.0
2024-08-24,64230.0,64151.0,64604.0,63689.0,260.0
2024-08-25,64361.0,64230.0,65092.0,63912.0,240.0
2024-08-26,62974.0,64361.0,64578.0,62934.0,390.0
2024-08-27,59570.0,62974.0,63306.0,58200.0,1160.0
2024-08-28,59145.0,59570.0,60325.0,58085.0,780.0
2024-08-29,59542.0,59145.0,61290.0,58902.0,1000.0
2024-08-30,59300.0,59542.0,59999.0,58000.0,1900.0
2024-08-31,59155.0,59300.0,59622.0,58950.0,810.0
2024-09-01,57454.0,59155.0,59236.0,57333.0,1250.0
2024-09-02,59308.0,57454.0,59585.0,57320.0,890.0
2024-09-03,57680.0,59308.0,59976.0,57610.0,970.0
2024-09-04,58116.0,57680.0,58630.0,56069.0,2150.0
2024-09-05,56318.0,58116.0,58451.0,55868.0,2080.0
2024-09-06,54133.0,56318.0,57102.0,52756.0,2370.0
2024-09-07,54309.0,54133.0,55027.0,53931.0,1300.0
2024-09-08,55016.0,54309.0,55447.0,53764.0,1060.0
2024-09-09,57110.0,55016.0,58062.0,54752.0,1940.0
2024-09-10,57758.0,57110.0,58135.0,56489.0,270.0
2024-09-11,57451.0,57758.0,58104.0,55743.0,1190.0
2024-09-12,58287.0,57451.0,58643.0,57449.0,800.0
2024-09-13,60645.0,58287.0,60730.0,57762.0,1160.0
2024-09-14,60139.0,60645.0,60713.0,59666.0,330.0
2024-09-15,59296.0,60139.0,60525.0,58868.0,830.0
2024-09-16,58342.0,59296.0,59336.0,57653.0,620.0
2024-09-17,60435.0,58342.0,61337.0,57773.0,1100.0
2024-09-18,61841.0,60435.0,61869.0,59293.0,1000.0
2024-09-19,63032.0,61841.0,63948.0,61714.0,800.0
2024-09-20,63205.0,63032.0,64200.0,62435.0,490.0
2024-09-21,63416.0,63205.0,63570.0,62805.0,210.0
2024-09-22,63663.0,63416.0,64093.0,62485.0,630.0
2024-09-23,63456.0,63663.0,64830.0,62701.0,720.0
2024-09-24,64381.0,63456.0,64775.0,62850.0,530.0
2024-09-25,63264.0,64381.0,64888.0,63082.0,400.0
2024-09-26,65307.0,63264.0,65856.0,62805.0,860.0
2024-09-27,65928.0,65307.0,66548.0,64987.0,670.0
2024-09-28,66015.0,65928.0,66410.0,65568.0,110.0
2024-09-29,65762.0,66015.0,66193.0,65574.0,90.0
2024-09-30,63468.0,65762.0,65762.0,63006.0,1040.0
2024-10-01,60981.0,63468.0,64217.0,60329.0,890.0
2024-10-02,60785.0,60981.0,62455.0,60139.0,740.0
2024-10-03,60892.0,60785.0,61600.0,60009.0,380.0
2024-10-04,62191.0,60892.0,62575.0,60602.0,430.0
2024-10-05,62138.0,62191.0,62437.0,61767.0,250.0
2024-10-06,62894.0,62138.0,63016.0,61862.0,230.0
2024-10-07,62269.0,62894.0,64514.0,62202.0,610.0
2024-10-08,62231.0,62269.0,63248.0,61941.0,430.0
2024-10-09,60650.0,62231.0,62586.0,60371.0,460.0
2024-10-10,60337.0,60650.0,61364.0,58944.0,660.0
